Beneficiary_ID,Gender,Age,District,State,Program_Name,Program_Date,Workshop_Hours,Program_Cost,Completion_Status,Pre_Assessment_Score,Post_Assessment_Score,Improvement_Percentage,Employment_Status,Outcome_Status
B1856,Female,43,Nainital,Uttarakhand,Employment Readiness,2025-08-27,6,3604,Completed,66,77,16.67,Unemployed,Not Improved
B1857,Male,25,Haridwar,Uttarakhand,Skill Development,2025-05-06,6,2892,Completed,31,66,112.9,Unemployed,Improved
B1858,Male,23,Nainital,Uttarakhand,Employment Readiness,2025-09-16,8,4058,Incomplete,36,67,86.11,Unemployed,Improved
B1859,Male,32,Roorkee,Uttarakhand,Digital Literacy,2024-02-24,8,3852,Incomplete,63,77,22.22,Unemployed,Improved
B1860,Male,32,Nainital,Uttarakhand,Employment Readiness,2025-09-05,8,3155,Completed,22,50,127.27,Employed,Improved
B1861,Male,41,Roorkee,Uttarakhand,Skill Development,2024-07-17,8,3371,Completed,32,66,106.25,Unemployed,Improved
B1862,Male,31,Haridwar,Uttarakhand,Digital Literacy,2025-09-08,8,4911,Completed,34,66,94.12,Employed,Improved
B1863,Female,27,Dehradun,Uttarakhand,Employment Readiness,2024-01-15,6,2624,Completed,60,92,53.33,Employed,Improved
B1864,Male,34,Dehradun,Uttarakhand,Employment Readiness,2024-07-30,8,3473,Completed,70,100,42.86,Employed,Improved
B1865,Male,40,Dehradun,Uttarakhand,Employment Readiness,2024-03-12,8,2681,Completed,62,74,19.35,Unemployed,Not Improved
B1866,Female,44,Dehradun,Uttarakhand,Digital Literacy,2024-01-12,4,3113,Incomplete,59,66,11.86,Unemployed,Not Improved
B1867,Male,22,Haridwar,Uttarakhand,Skill Development,2025-07-12,4,1719,Completed,63,82,30.16,Employed,Improved
B1868,Female,27,Roorkee,Uttarakhand,Employment Readiness,2025-04-02,6,2109,Completed,62,100,61.29,Unemployed,Improved
B1869,Male,44,Roorkee,Uttarakhand,Digital Literacy,2025-05-19,4,1967,Completed,67,89,32.84,Unemployed,Improved
B1870,Male,37,Udham Singh Nagar,Uttarakhand,Skill Development,2025-01-29,4,4618,Completed,38,54,42.11,Employed,Improved
B1871,Male,42,Nainital,Uttarakhand,Digital Literacy,2024-11-22,8,4847,Completed,31,60,93.55,Unemployed,Improved
B1872,Female,39,Haridwar,Uttarakhand,Employment Readiness,2024-09-18,6,2416,Completed,59,75,27.12,Employed,Improved
B1873,Female,28,Dehradun,Uttarakhand,Employment Readiness,2024-11-27,6,4508,Completed,21,29,38.1,Unemployed,Improved
B1874,Male,43,Dehradun,Uttarakhand,Skill Development,2025-12-05,6,4658,Incomplete,64,99,54.69,Employed,Improved
B1875,Female,44,Roorkee,Uttarakhand,Skill Development,2025-11-06,6,3339,Completed,24,43,79.17,Employed,Improved
B1876,Male,38,Roorkee,Uttarakhand,Skill Development,2025-05-26,4,3720,Incomplete,46,64,39.13,Unemployed,Improved
B1877,Male,33,Nainital,Uttarakhand,Employment Readiness,2025-01-21,8,3165,Incomplete,60,88,46.67,Employed,Improved
B1878,Male,23,Roorkee,Uttarakhand,Employment Readiness,2024-05-27,4,4246,Completed,28,56,100.0,Employed,Improved
B1879,Male,28,Udham Singh Nagar,Uttarakhand,Digital Literacy,2024-08-05,8,4492,Completed,52,80,53.85,Employed,Improved
B1880,Male,45,Dehradun,Uttarakhand,Skill Development,2025-01-13,8,4185,Completed,30,63,110.0,Unemployed,Improved
B1881,Male,45,Nainital,Uttarakhand,Skill Development,2024-01-17,8,2353,Completed,38,51,34.21,Employed,Improved
B1882,Male,45,Roorkee,Uttarakhand,Skill Development,2025-07-26,4,1403,Completed,35,68,94.29,Employed,Improved
B1883,Male,24,Haridwar,Uttarakhand,Digital Literacy,2025-06-23,4,1066,Completed,43,76,76.74,Unemployed,Improved
B1884,Female,29,Haridwar,Uttarakhand,Skill Development,2024-11-17,4,4421,Completed,43,57,32.56,Employed,Improved
B1885,Female,21,Haridwar,Uttarakhand,Skill Development,2025-08-16,8,3595,Completed,57,81,42.11,Employed,Improved
B1886,Female,39,Roorkee,Uttarakhand,Employment Readiness,2024-04-06,8,1306,Completed,26,44,69.23,Employed,Improved
B1887,Male,22,Roorkee,Uttarakhand,Digital Literacy,2024-01-05,8,1282,Incomplete,46,53,15.22,Unemployed,Not Improved
B1888,Male,22,Dehradun,Uttarakhand,Skill Development,2025-11-30,4,4426,Completed,36,61,69.44,Unemployed,Improved
B1889,Male,34,Roorkee,Uttarakhand,Skill Development,2025-01-18,4,2525,Completed,69,100,44.93,Unemployed,Improved
B1890,Male,26,Udham Singh Nagar,Uttarakhand,Skill Development,2025-02-07,8,4065,Completed,31,67,116.13,Unemployed,Improved
B1891,Female,24,Roorkee,Uttarakhand,Employment Readiness,2025-03-23,6,3810,Incomplete,33,50,51.52,Employed,Improved
B1892,Female,32,Udham Singh Nagar,Uttarakhand,Employment Readiness,2024-02-03,8,3907,Completed,70,87,24.29,Unemployed,Improved
B1893,Male,22,Nainital,Uttarakhand,Employment Readiness,2025-09-11,6,3831,Completed,65,77,18.46,Unemployed,Not Improved
B1894,Female,25,Roorkee,Uttarakhand,Digital Literacy,2024-11-05,8,3590,Completed,67,92,37.31,Unemployed,Improved
B1895,Male,28,Roorkee,Uttarakhand,Skill Development,2025-02-02,4,4728,Completed,30,44,46.67,Employed,Improved
B1896,Female,19,Nainital,Uttarakhand,Skill Development,2024-06-19,8,4675,Completed,41,66,60.98,Unemployed,Improved
B1897,Female,38,Nainital,Uttarakhand,Skill Development,2025-08-31,6,2823,Completed,36,45,25.0,Unemployed,Improved
B1898,Male,38,Udham Singh Nagar,Uttarakhand,Employment Readiness,2025-01-29,6,1212,Completed,66,89,34.85,Employed,Improved
B1899,Female,24,Haridwar,Uttarakhand,Employment Readiness,2025-08-03,8,4771,Completed,44,55,25.0,Employed,Improved
B1900,Female,18,Haridwar,Uttarakhand,Employment Readiness,2024-11-26,8,2417,Completed,41,72,75.61,Employed,Improved
B1901,Male,41,Roorkee,Uttarakhand,Digital Literacy,2024-03-31,6,1462,Completed,69,100,44.93,Unemployed,Improved
B1902,Female,37,Roorkee,Uttarakhand,Digital Literacy,2025-11-19,4,3743,Completed,56,94,67.86,Employed,Improved
B1903,Male,25,Haridwar,Uttarakhand,Skill Development,2024-07-25,6,2717,Completed,32,60,87.5,Employed,Improved
B1904,Female,33,Dehradun,Uttarakhand,Skill Development,2025-01-26,4,2314,Completed,53,67,26.42,Unemployed,Improved
B1905,Male,30,Udham Singh Nagar,Uttarakhand,Skill Development,2024-08-20,6,2191,Completed,69,100,44.93,Unemployed,Improved
B1906,Female,30,Udham Singh Nagar,Uttarakhand,Employment Readiness,2025-10-30,6,1866,Incomplete,43,69,60.47,Employed,Improved
B1907,Female,26,Nainital,Uttarakhand,Skill Development,2025-02-20,8,1741,Completed,52,70,34.62,Employed,Improved
B1908,Male,27,Dehradun,Uttarakhand,Employment Readiness,2024-12-15,4,3458,Completed,47,66,40.43,Unemployed,Improved
B1909,Male,37,Nainital,Uttarakhand,Employment Readiness,2025-03-08,8,4383,Completed,41,51,24.39,Unemployed,Improved
B1910,Female,18,Roorkee,Uttarakhand,Employment Readiness,2025-06-29,8,4585,Incomplete,34,54,58.82,Unemployed,Improved
B1911,Male,31,Roorkee,Uttarakhand,Digital Literacy,2025-09-27,8,3594,Completed,53,81,52.83,Unemployed,Improved
B1912,Female,19,Nainital,Uttarakhand,Digital Literacy,2025-11-22,8,1148,Completed,46,81,76.09,Employed,Improved
B1913,Male,39,Haridwar,Uttarakhand,Digital Literacy,2024-02-15,4,3785,Incomplete,38,43,13.16,Employed,Not Improved
B1914,Male,38,Udham Singh Nagar,Uttarakhand,Employment Readiness,2025-03-24,8,1845,Completed,21,37,76.19,Unemployed,Improved
B1915,Male,23,Haridwar,Uttarakhand,Employment Readiness,2024-08-12,4,1838,Incomplete,68,96,41.18,Employed,Improved
B1916,Female,25,Udham Singh Nagar,Uttarakhand,Skill Development,2024-11-04,6,2051,Completed,69,99,43.48,Employed,Improved
B1917,Female,42,Nainital,Uttarakhand,Digital Literacy,2025-12-29,6,3288,Completed,40,57,42.5,Unemployed,Improved
B1918,Female,33,Dehradun,Uttarakhand,Skill Development,2024-01-25,4,1913,Completed,64,100,56.25,Unemployed,Improved
B1919,Male,25,Udham Singh Nagar,Uttarakhand,Employment Readiness,2024-12-17,6,2420,Completed,60,80,33.33,Unemployed,Improved
B1920,Male,18,Dehradun,Uttarakhand,Skill Development,2025-09-07,6,4258,Completed,40,45,12.5,Unemployed,Not Improved
B1921,Female,35,Udham Singh Nagar,Uttarakhand,Skill Development,2024-11-29,4,1733,Completed,64,97,51.56,Employed,Improved
B1922,Female,28,Udham Singh Nagar,Uttarakhand,Skill Development,2024-02-13,8,2087,Completed,38,59,55.26,Employed,Improved
B1923,Male,38,Haridwar,Uttarakhand,Digital Literacy,2025-04-26,6,1815,Completed,66,100,51.52,Unemployed,Improved
B1924,Female,20,Haridwar,Uttarakhand,Digital Literacy,2025-04-02,8,4832,Completed,50,76,52.0,Unemployed,Improved
B1925,Female,36,Udham Singh Nagar,Uttarakhand,Skill Development,2024-05-18,8,3150,Incomplete,63,100,58.73,Employed,Improved
B1926,Male,37,Nainital,Uttarakhand,Employment Readiness,2025-05-01,6,4182,Completed,24,55,129.17,Unemployed,Improved
B1927,Male,43,Dehradun,Uttarakhand,Skill Development,2025-12-04,8,4515,Completed,69,84,21.74,Employed,Improved
B1928,Male,20,Roorkee,Uttarakhand,Employment Readiness,2024-11-07,4,2183,Completed,26,34,30.77,Unemployed,Improved
B1929,Female,27,Haridwar,Uttarakhand,Digital Literacy,2024-03-27,8,1940,Completed,21,38,80.95,Employed,Improved
B1930,Male,23,Haridwar,Uttarakhand,Skill Development,2024-02-19,4,3836,Completed,61,68,11.48,Employed,Not Improved
B1931,Female,30,Haridwar,Uttarakhand,Employment Readiness,2024-10-12,4,3937,Completed,40,60,50.0,Employed,Improved
B1932,Female,45,Udham Singh Nagar,Uttarakhand,Digital Literacy,2024-11-03,6,3968,Completed,61,71,16.39,Unemployed,Not Improved
B1933,Female,18,Udham Singh Nagar,Uttarakhand,Skill Development,2024-02-17,6,3487,Completed,60,86,43.33,Unemployed,Improved
B1934,Female,40,Udham Singh Nagar,Uttarakhand,Skill Development,2025-09-27,8,3563,Completed,66,100,51.52,Unemployed,Improved
B1935,Male,22,Nainital,Uttarakhand,Digital Literacy,2024-02-26,6,4691,Incomplete,27,58,114.81,Unemployed,Improved
B1936,Female,42,Dehradun,Uttarakhand,Employment Readiness,2025-09-20,6,1373,Completed,61,86,40.98,Employed,Improved
B1937,Female,36,Haridwar,Uttarakhand,Employment Readiness,2025-03-27,8,3054,Incomplete,41,46,12.2,Unemployed,Not Improved
B1938,Female,35,Roorkee,Uttarakhand,Digital Literacy,2024-08-03,4,1808,Completed,22,52,136.36,Employed,Improved
B1939,Male,19,Udham Singh Nagar,Uttarakhand,Employment Readiness,2025-04-06,8,3246,Completed,54,73,35.19,Unemployed,Improved
B1940,Male,20,Nainital,Uttarakhand,Digital Literacy,2024-07-27,8,3591,Incomplete,48,75,56.25,Employed,Improved
B1941,Female,34,Roorkee,Uttarakhand,Skill Development,2024-08-12,6,2133,Incomplete,63,87,38.1,Employed,Improved
B1942,Female,39,Haridwar,Uttarakhand,Digital Literacy,2025-12-01,6,2944,Completed,35,58,65.71,Unemployed,Improved
B1943,Female,27,Haridwar,Uttarakhand,Digital Literacy,2024-04-05,6,4866,Completed,25,55,120.0,Employed,Improved
B1944,Female,34,Dehradun,Uttarakhand,Skill Development,2024-08-28,8,2421,Incomplete,42,69,64.29,Employed,Improved
B1945,Female,21,Dehradun,Uttarakhand,Employment Readiness,2025-03-13,6,1209,Completed,26,53,103.85,Unemployed,Improved
B1946,Female,41,Udham Singh Nagar,Uttarakhand,Skill Development,2025-10-30,6,4158,Completed,51,72,41.18,Unemployed,Improved
B1947,Female,21,Udham Singh Nagar,Uttarakhand,Skill Development,2024-12-25,6,4256,Completed,35,53,51.43,Unemployed,Improved
B1948,Female,27,Nainital,Uttarakhand,Skill Development,2024-04-21,8,2098,Completed,40,58,45.0,Employed,Improved
B1949,Female,21,Dehradun,Uttarakhand,Employment Readiness,2025-09-20,8,4157,Completed,54,74,37.04,Unemployed,Improved
B1950,Female,37,Haridwar,Uttarakhand,Digital Literacy,2025-11-07,8,1912,Completed,41,65,58.54,Unemployed,Improved
B1951,Male,31,Dehradun,Uttarakhand,Skill Development,2024-06-26,8,1004,Completed,31,52,67.74,Unemployed,Improved
B1952,Male,36,Nainital,Uttarakhand,Skill Development,2025-08-05,4,1024,Incomplete,44,53,20.45,Unemployed,Improved
B1953,Male,40,Haridwar,Uttarakhand,Skill Development,2024-11-03,4,2311,Completed,44,64,45.45,Unemployed,Improved
B1954,Male,36,Nainital,Uttarakhand,Digital Literacy,2024-11-16,6,4377,Incomplete,26,59,126.92,Unemployed,Improved
B1955,Female,44,Dehradun,Uttarakhand,Skill Development,2024-03-02,8,2723,Completed,41,61,48.78,Employed,Improved
B1956,Female,33,Nainital,Uttarakhand,Skill Development,2024-06-28,8,1151,Completed,46,52,13.04,Unemployed,Not Improved
B1957,Male,35,Haridwar,Uttarakhand,Digital Literacy,2025-11-20,4,2616,Completed,47,78,65.96,Employed,Improved
B1958,Female,33,Dehradun,Uttarakhand,Employment Readiness,2024-06-21,8,2670,Completed,58,94,62.07,Unemployed,Improved
B1959,Female,42,Haridwar,Uttarakhand,Employment Readiness,2024-06-10,6,1894,Completed,29,39,34.48,Unemployed,Improved
B1960,Female,20,Nainital,Uttarakhand,Employment Readiness,2024-10-10,4,2542,Completed,51,64,25.49,Employed,Improved
B1961,Female,23,Haridwar,Uttarakhand,Employment Readiness,2025-04-18,4,3221,Completed,36,50,38.89,Employed,Improved
B1962,Male,45,Roorkee,Uttarakhand,Employment Readiness,2024-03-28,8,2175,Completed,66,100,51.52,Unemployed,Improved
B1963,Male,22,Roorkee,Uttarakhand,Employment Readiness,2025-02-15,6,3815,Completed,37,65,75.68,Employed,Improved
B1964,Female,31,Roorkee,Uttarakhand,Employment Readiness,2025-01-27,6,4248,Completed,31,43,38.71,Unemployed,Improved
B1965,Male,33,Haridwar,Uttarakhand,Employment Readiness,2024-11-16,4,4020,Completed,25,64,156.0,Employed,Improved
B1966,Female,33,Roorkee,Uttarakhand,Digital Literacy,2024-05-13,8,1616,Completed,22,62,181.82,Unemployed,Improved
B1967,Male,30,Haridwar,Uttarakhand,Employment Readiness,2024-09-02,4,2163,Completed,61,82,34.43,Employed,Improved
B1968,Female,39,Roorkee,Uttarakhand,Skill Development,2025-02-24,8,2376,Completed,65,98,50.77,Unemployed,Improved
B1969,Female,26,Dehradun,Uttarakhand,Skill Development,2025-07-15,8,3772,Incomplete,53,66,24.53,Unemployed,Improved
B1970,Female,27,Haridwar,Uttarakhand,Skill Development,2025-10-11,8,1603,Completed,24,62,158.33,Employed,Improved
B1971,Male,42,Nainital,Uttarakhand,Skill Development,2024-12-05,4,2089,Completed,21,37,76.19,Unemployed,Improved
B1972,Male,34,Dehradun,Uttarakhand,Skill Development,2024-07-27,4,4313,Completed,38,58,52.63,Unemployed,Improved
B1973,Female,40,Udham Singh Nagar,Uttarakhand,Employment Readiness,2024-12-30,8,4762,Completed,25,60,140.0,Unemployed,Improved
B1974,Female,33,Udham Singh Nagar,Uttarakhand,Employment Readiness,2024-09-28,4,2180,Completed,36,62,72.22,Unemployed,Improved
B1975,Female,34,Roorkee,Uttarakhand,Employment Readiness,2025-04-20,6,2027,Completed,26,43,65.38,Unemployed,Improved
B1976,Female,21,Udham Singh Nagar,Uttarakhand,Skill Development,2025-09-26,4,1097,Completed,29,66,127.59,Employed,Improved
B1977,Male,32,Udham Singh Nagar,Uttarakhand,Employment Readiness,2025-05-19,8,2848,Completed,29,56,93.1,Employed,Improved
B1978,Female,34,Udham Singh Nagar,Uttarakhand,Digital Literacy,2024-09-07,8,3536,Completed,45,55,22.22,Employed,Improved
B1979,Female,40,Haridwar,Uttarakhand,Employment Readiness,2024-01-15,4,4923,Completed,64,75,17.19,Unemployed,Not Improved
B1980,Male,22,Udham Singh Nagar,Uttarakhand,Employment Readiness,2024-09-16,6,3404,Completed,53,85,60.38,Employed,Improved
B1981,Male,29,Dehradun,Uttarakhand,Employment Readiness,2024-12-02,6,3640,Completed,21,26,23.81,Unemployed,Improved
B1982,Male,31,Nainital,Uttarakhand,Digital Literacy,2025-03-18,4,3367,Incomplete,22,30,36.36,Employed,Improved
B1983,Female,43,Nainital,Uttarakhand,Skill Development,2025-11-22,8,4481,Completed,31,42,35.48,Employed,Improved
B1984,Female,36,Nainital,Uttarakhand,Skill Development,2025-06-10,8,2610,Completed,21,46,119.05,Unemployed,Improved
B1985,Male,21,Roorkee,Uttarakhand,Employment Readiness,2025-06-21,6,2358,Completed,48,87,81.25,Unemployed,Improved
B1986,Female,29,Haridwar,Uttarakhand,Employment Readiness,2025-01-25,4,2316,Completed,41,51,24.39,Unemployed,Improved
B1987,Female,45,Udham Singh Nagar,Uttarakhand,Skill Development,2025-07-29,8,4490,Completed,35,56,60.0,Employed,Improved
B1988,Male,23,Haridwar,Uttarakhand,Skill Development,2024-01-09,8,3754,Completed,36,67,86.11,Unemployed,Improved
B1989,Female,39,Dehradun,Uttarakhand,Employment Readiness,2024-07-30,4,4817,Incomplete,29,58,100.0,Employed,Improved
B1990,Female,42,Udham Singh Nagar,Uttarakhand,Skill Development,2025-09-12,6,3634,Incomplete,47,79,68.09,Employed,Improved
B1991,Female,18,Roorkee,Uttarakhand,Employment Readiness,2025-03-13,8,3813,Completed,43,62,44.19,Unemployed,Improved
B1992,Male,29,Nainital,Uttarakhand,Digital Literacy,2024-05-17,4,1360,Completed,63,93,47.62,Unemployed,Improved
B1993,Male,28,Udham Singh Nagar,Uttarakhand,Digital Literacy,2025-10-12,4,3001,Completed,37,77,108.11,Employed,Improved
B1994,Male,30,Roorkee,Uttarakhand,Employment Readiness,2024-02-15,6,4348,Completed,50,60,20.0,Employed,Improved
B1995,Male,23,Dehradun,Uttarakhand,Employment Readiness,2024-09-23,8,4378,Completed,67,90,34.33,Employed,Improved
B1996,Male,42,Roorkee,Uttarakhand,Employment Readiness,2024-12-25,6,1349,Incomplete,32,53,65.62,Employed,Improved
B1997,Female,22,Dehradun,Uttarakhand,Skill Development,2025-04-23,6,1119,Incomplete,46,60,30.43,Employed,Improved
B1998,Female,23,Dehradun,Uttarakhand,Employment Readiness,2025-01-15,4,4618,Completed,63,100,58.73,Employed,Improved
B1999,Male,30,Dehradun,Uttarakhand,Employment Readiness,2025-08-24,6,3709,Completed,33,59,78.79,Employed,Improved
B2000,Male,44,Roorkee,Uttarakhand,Skill Development,2025-03-02,4,2438,Completed,26,36,38.46,Unemployed,Improved
